"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V710","2020-05-05 15:00:00","34.000","281.000","2.700","29.500","0.700","1005.400","","0.000","-99.000","-99.000","-99.000","30.500","","26.200",""
"C0G840","2020-05-05 15:00:00","32.000","260.000","2.500","32.100","0.620","1004.200","","0.000","-99.000","-99.000","-99.000","34.500","","25.000",""
"C0A560","2020-05-05 15:00:00","405.000","132.000","1.200","30.100","0.720","961.900","","0.000","-99.000","-99.000","-99.000","32.400","","18.700",""
"C0X190","2020-05-05 15:00:00","10.000","235.000","3.400","29.200","0.750","1007.600","","0.000","-99.000","-99.000","-99.000","29.400","","26.200",""
"C0S950","2020-05-05 15:00:00","415.000","126.000","1.300","29.600","0.620","960.200","","0.000","-99.000","-99.000","-99.000","29.600","","21.200",""
"C0A880","2020-05-05 15:00:00","6.000","0.000","0.200","27.700","0.760","1005.200","","0.000","-99.000","-99.000","-99.000","30.300","","22.000",""
"C0I530","2020-05-05 15:00:00","3014.000","236.000","6.700","9.600","0.980","-99.000","","-99.000","15.900","221.000","","13.600","","8.800",""
"C0M670","2020-05-05 15:00:00","43.000","232.000","2.500","30.900","0.630","1003.000","","0.000","9.700","233.000","","33.700","","25.300",""
"C0Z061","2020-05-05 15:00:00","174.000","120.000","1.200","33.100","0.530","989.900","","0.000","-99.000","-99.000","-99.000","34.900","","20.600",""
"C0M730","2020-05-05 15:00:00","40.000","266.000","3.000","31.900","0.600","1003.200","","0.000","-99.000","-99.000","-99.000","34.100","","24.800",""
"C0U750","2020-05-05 15:00:00","398.000","187.000","5.200","22.800","1.000","963.600","","0.000","-99.000","-99.000","-99.000","24.000","","21.700",""
"C0A650","2020-05-05 15:00:00","287.000","35.000","0.900","26.300","0.750","975.300","","0.000","-99.000","-99.000","-99.000","31.800","","18.400",""
"C0K400","2020-05-05 15:00:00","65.000","243.000","2.600","31.000","0.660","1001.500","","0.000","10.000","267.000","","32.800","","24.900",""
"C0I370","2020-05-05 15:00:00","671.000","274.000","2.500","28.800","0.640","935.600","","0.000","-99.000","-99.000","-99.000","31.000","","21.100",""
"C0S750","2020-05-05 15:00:00","2280.000","343.000","1.200","18.000","0.650","773.300","","0.000","-99.000","-99.000","-99.000","22.300","","10.700",""
"C0R650","2020-05-05 15:00:00","29.000","229.000","3.200","31.500","0.660","1007.000","","0.000","-99.000","-99.000","-99.000","31.500","","24.300",""
"C0E740","2020-05-05 15:00:00","27.000","247.000","2.700","29.900","0.680","1004.800","","0.000","10.400","247.000","","34.400","","24.100",""
"C0AI20","2020-05-05 15:00:00","25.000","263.000","3.100","27.300","0.760","1004.400","","0.000","-99.000","-99.000","-99.000","27.700","","24.300",""
"C0E550","2020-05-05 15:00:00","84.000","257.000","4.600","28.900","0.640","997.800","","0.000","10.300","264.000","","33.300","","22.900",""
"C0X060","2020-05-05 15:00:00","19.000","226.000","5.600","33.000","0.560","1008.200","","0.000","-99.000","-99.000","-99.000","34.100","","24.000",""
"C0R510","2020-05-05 15:00:00","31.000","230.000","2.100","31.900","0.570","1004.700","","0.000","-99.000","-99.000","-99.000","32.000","","25.100",""
"C0AC60","2020-05-05 15:00:00","55.000","239.000","2.900","31.100","0.610","1000.600","","0.000","-99.000","-99.000","-99.000","33.100","","24.400",""
"C0UA70","2020-05-05 15:00:00","547.000","169.000","0.800","23.300","0.990","948.100","","0.000","-99.000","-99.000","-99.000","26.500","","21.400",""
"C0G740","2020-05-05 15:00:00","24.000","237.000","3.400","29.200","0.740","1005.800","","0.000","12.000","226.000","","31.100","","24.400",""
"C0F9N0","2020-05-05 15:00:00","75.000","253.000","3.100","32.000","0.610","999.600","","0.000","-99.000","-99.000","-99.000","34.200","","26.000",""
"C0F9T0","2020-05-05 15:00:00","111.000","281.000","2.100","30.300","0.690","995.600","","0.000","-99.000","-99.000","-99.000","33.200","","26.200",""
"C0S710","2020-05-05 15:00:00","382.000","38.000","1.500","30.900","0.580","965.300","","0.000","-99.000","-99.000","-99.000","31.200","","21.700",""
"C0M680","2020-05-05 15:00:00","37.000","231.000","3.100","30.200","0.700","1006.000","","0.000","9.300","240.000","","32.800","","24.600",""
"C0X220","2020-05-05 15:00:00","26.000","212.000","3.900","29.600","0.660","1005.800","","0.000","9.700","229.000","","30.300","","25.000",""
"C0R560","2020-05-05 15:00:00","22.000","217.000","2.500","30.700","0.620","1007.400","","0.000","-99.000","-99.000","-99.000","30.900","","24.800",""
"C0F9P0","2020-05-05 15:00:00","26.000","212.000","3.500","29.200","0.760","1005.900","","0.000","9.900","244.000","","31.500","","25.500",""
"C0O970","2020-05-05 15:00:00","71.000","245.000","3.400","32.900","0.540","1000.800","","0.000","-99.000","-99.000","-99.000","34.500","","22.800",""
"C0F0B0","2020-05-05 15:00:00","311.000","288.000","6.000","29.700","0.710","973.500","","0.000","-99.000","-99.000","-99.000","32.000","","22.600",""
"C0R700","2020-05-05 15:00:00","19.000","288.000","3.900","28.800","0.750","1007.500","","0.000","-99.000","-99.000","-99.000","29.200","","23.200",""
"C0R780","2020-05-05 15:00:00","72.000","278.000","3.800","30.900","0.560","1002.100","","0.000","8.900","292.000","","31.800","","21.400",""
"C0R620","2020-05-05 15:00:00","34.000","264.000","3.600","29.600","0.740","1006.000","","0.000","-99.000","-99.000","-99.000","30.000","","24.600",""
"C0C660","2020-05-05 15:00:00","176.000","223.000","3.200","27.700","0.730","987.500","","0.000","12.400","235.000","","31.600","","23.800",""
"C0SA10","2020-05-05 15:00:00","411.000","38.000","1.100","32.100","0.550","961.200","","0.000","-99.000","-99.000","-99.000","32.100","","22.500",""
"C0M740","2020-05-05 15:00:00","15.000","226.000","5.000","29.500","0.720","1006.200","","0.000","-99.000","-99.000","-99.000","31.300","","24.700",""
"C0K460","2020-05-05 15:00:00","60.000","251.000","4.000","30.500","0.640","1000.800","","0.000","10.300","258.000","","32.400","","25.100",""
"C0X100","2020-05-05 15:00:00","10.000","236.000","3.500","29.100","0.720","1006.200","","0.000","8.700","238.000","","30.300","","26.900",""
"C0K560","2020-05-05 15:00:00","117.000","258.000","3.700","31.900","0.600","995.600","","0.000","-99.000","-99.000","-99.000","34.100","","23.000",""
"C0R150","2020-05-05 15:00:00","105.000","250.000","1.600","35.500","0.410","996.000","","0.000","-99.000","-99.000","-99.000","35.900","","23.700",""
"C0S690","2020-05-05 15:00:00","522.000","348.000","0.600","31.900","0.620","949.000","","0.000","-99.000","-99.000","-99.000","33.400","","21.000",""
"C0U870","2020-05-05 15:00:00","474.000","0.000","0.100","24.800","0.890","956.000","","0.000","-99.000","-99.000","-99.000","27.100","","21.100",""
"C0A520","2020-05-05 15:00:00","48.000","271.000","2.100","31.800","0.640","1001.700","","0.000","-99.000","-99.000","-99.000","33.800","","25.400",""
"C0X130","2020-05-05 15:00:00","27.000","250.000","3.600","31.300","0.610","1004.900","","0.000","8.900","249.000","","33.100","","24.700",""
"C0V400","2020-05-05 15:00:00","56.000","251.000","5.000","30.100","0.670","1002.100","","0.000","-99.000","-99.000","-99.000","31.300","","24.300",""
"C0UA40","2020-05-05 15:00:00","1121.000","47.000","0.600","22.300","0.970","886.900","","0.000","-99.000","-99.000","-99.000","24.800","","18.300",""
"C0G720","2020-05-05 15:00:00","50.000","219.000","4.800","30.500","0.670","1002.100","","0.000","-99.000","-99.000","-99.000","32.000","","24.600",""
"C0G890","2020-05-05 15:00:00","24.000","242.000","4.100","29.400","0.860","1005.700","","0.000","10.500","246.000","","30.800","","25.700",""
"C0I540","2020-05-05 15:00:00","3344.000","-99.000","-99.000","8.400","1.000","683.500","","-99.000","-99.000","-99.000","-99.000","11.900","","6.900",""
"C0K390","2020-05-05 15:00:00","31.000","239.000","5.500","29.800","0.690","1004.900","","0.000","11.300","253.000","","31.400","","25.100",""
"C0R730","2020-05-05 15:00:00","163.000","293.000","1.200","30.000","0.680","991.500","","0.000","-99.000","-99.000","-99.000","30.900","","23.200",""
"C0T9A0","2020-05-05 15:00:00","498.000","147.000","1.900","24.900","0.990","953.400","","0.000","-99.000","-99.000","-99.000","26.500","","21.600",""
"C0AH40","2020-05-05 15:00:00","426.000","302.000","2.200","28.400","0.790","956.700","","0.000","7.800","324.000","","30.900","","24.000",""
"C0X280","2020-05-05 15:00:00","22.000","222.000","7.400","28.300","0.760","1006.800","","0.000","-99.000","-99.000","-99.000","30.200","","25.000",""
"C0H960","2020-05-05 15:00:00","120.000","220.000","3.800","31.200","0.620","993.100","","0.000","-99.000","-99.000","-99.000","33.000","","24.800",""
"C0M530","2020-05-05 15:00:00","1385.000","234.000","0.700","22.200","0.920","867.400","","0.000","-99.000","-99.000","-99.000","25.700","","16.200",""
"C0R170","2020-05-05 15:00:00","26.000","237.000","1.100","32.900","0.530","1006.200","","0.000","-99.000","-99.000","-99.000","33.400","","23.700",""
"C0I420","2020-05-05 15:00:00","305.000","228.000","2.100","31.500","0.600","973.900","","0.000","7.900","213.000","","-999.000","","-999.000",""
"C0A930","2020-05-05 15:00:00","216.000","281.000","2.200","27.900","0.800","980.700","","0.000","-99.000","-99.000","-99.000","29.300","","22.100",""
"C0F9M0","2020-05-05 15:00:00","230.000","251.000","3.100","30.200","0.630","982.100","","0.000","-99.000","-99.000","-99.000","32.600","","24.600",""
"C0AC40","2020-05-05 15:00:00","1079.000","258.000","9.400","21.200","0.970","890.200","","0.000","-99.000","-99.000","-99.000","27.200","","18.600",""
"C0AI00","2020-05-05 15:00:00","188.000","240.000","3.400","29.800","0.720","987.000","","0.000","-99.000","-99.000","-99.000","32.100","","24.400",""
"C0T9M0","2020-05-05 15:00:00","92.000","170.000","3.600","28.900","0.800","998.800","","0.000","-99.000","-99.000","-99.000","29.700","","22.800",""
"C0S960","2020-05-05 15:00:00","32.000","28.000","2.800","31.000","0.650","1002.500","","0.000","-99.000","-99.000","-99.000","31.000","","24.700",""
"C0K430","2020-05-05 15:00:00","30.000","220.000","6.000","28.900","0.790","1005.900","","0.000","-99.000","-99.000","-99.000","30.500","","24.500",""
"C0Z170","2020-05-05 15:00:00","199.000","151.000","0.500","34.100","0.490","985.500","","0.000","-99.000","-99.000","-99.000","35.800","","21.800",""
"C0Z100","2020-05-05 15:00:00","36.000","148.000","0.700","31.100","0.640","1005.500","","0.000","-99.000","-99.000","-99.000","32.700","","21.400",""
"C0U710","2020-05-05 15:00:00","1942.000","0.000","0.200","18.600","0.970","807.700","","0.000","-99.000","-99.000","-99.000","24.000","","13.800",""
"C0SA30","2020-05-05 15:00:00","92.000","81.000","1.200","29.300","0.680","998.100","","0.000","-99.000","-99.000","-99.000","29.700","","23.300",""
"C0V500","2020-05-05 15:00:00","6.000","250.000","0.700","30.700","0.730","1007.100","","0.000","-99.000","-99.000","-99.000","31.000","","26.100",""
"CM0160","2020-05-05 15:00:00","159.000","272.000","2.200","35.400","0.470","991.700","","0.000","-99.000","-99.000","-99.000","37.200","","23.100",""
"C0V350","2020-05-05 15:00:00","36.000","217.000","3.100","34.700","0.480","1005.700","","0.000","-99.000","-99.000","-99.000","34.700","","23.500",""
"C0W120","2020-05-05 15:00:00","58.000","202.000","5.600","27.600","0.790","1002.600","","0.000","-99.000","-99.000","-99.000","27.700","","23.700",""
"C0R470","2020-05-05 15:00:00","103.000","205.000","2.200","33.500","0.480","997.700","","0.000","8.600","211.000","","34.200","","23.900",""
"C0M770","2020-05-05 15:00:00","164.000","245.000","3.000","31.000","0.660","989.500","","0.000","9.400","268.000","","32.900","","23.900",""
"C0S930","2020-05-05 15:00:00","248.000","249.000","0.400","32.400","0.530","979.200","","0.000","-99.000","-99.000","-99.000","32.400","","22.200",""
"C0F9Y0","2020-05-05 15:00:00","3313.000","270.000","2.500","10.700","0.830","687.200","","0.000","11.000","333.000","","16.900","","7.600",""
"C0E790","2020-05-05 15:00:00","344.000","271.000","3.900","30.600","0.720","969.100","","0.000","-99.000","-99.000","-99.000","33.000","","23.400",""
"C0O810","2020-05-05 15:00:00","161.000","223.000","1.300","33.500","0.630","991.100","","0.000","-99.000","-99.000","-99.000","35.900","","23.000",""
"C0R520","2020-05-05 15:00:00","18.000","229.000","3.800","30.000","0.740","1007.400","","0.000","-99.000","-99.000","-99.000","30.400","","25.100",""
"C0G880","2020-05-05 15:00:00","92.000","250.000","2.600","31.000","0.620","998.600","","0.000","-99.000","-99.000","-99.000","33.000","","23.900",""
"C0R260","2020-05-05 15:00:00","76.000","264.000","0.700","31.400","0.600","1000.500","","0.000","-99.000","-99.000","-99.000","33.400","","23.900",""
"C0U950","2020-05-05 15:00:00","1012.000","331.000","3.100","21.600","1.000","899.400","","0.000","-99.000","-99.000","-99.000","23.300","","18.500",""
"C0O860","2020-05-05 15:00:00","38.000","243.000","2.600","31.900","0.570","1003.900","","0.000","-99.000","-99.000","-99.000","33.000","","24.300",""
"C0R320","2020-05-05 15:00:00","7.000","296.000","2.000","30.600","0.690","1009.100","","0.000","-99.000","-99.000","-99.000","30.800","","22.800",""
"C0S980","2020-05-05 15:00:00","901.000","270.000","1.200","26.100","0.690","908.700","","0.000","9.700","254.000","","29.700","","21.000",""
"C0X110","2020-05-05 15:00:00","20.000","263.000","3.400","29.400","0.790","1007.200","","0.000","-99.000","-99.000","-99.000","29.400","","25.700",""
"C0V310","2020-05-05 15:00:00","46.000","244.000","2.400","32.900","0.440","1002.800","","0.000","-99.000","-99.000","-99.000","34.700","","24.100",""
"C0G620","2020-05-05 15:00:00","110.000","253.000","3.800","32.600","0.610","995.500","","0.000","-99.000","-99.000","-99.000","35.500","","24.100",""
"C0AD50","2020-05-05 15:00:00","84.000","263.000","2.200","30.500","0.800","998.000","","0.000","8.200","306.000","","32.800","","24.800",""
"C0O830","2020-05-05 15:00:00","127.000","259.000","1.600","35.500","0.450","994.600","","0.000","6.800","263.000","","36.900","","22.600",""
"C0S760","2020-05-05 15:00:00","1621.000","345.000","1.100","25.300","0.610","837.000","","0.000","-99.000","-99.000","-99.000","25.400","","16.300",""
"C0X160","2020-05-05 15:00:00","26.000","227.000","4.300","29.900","0.700","1005.600","","0.000","-99.000","-99.000","-99.000","30.600","","25.300",""
"C0C490","2020-05-05 15:00:00","157.000","9.000","1.200","30.700","0.620","989.300","","0.000","8.000","321.000","","32.900","","24.700",""
"C0F970","2020-05-05 15:00:00","145.000","250.000","3.200","30.800","0.640","991.100","","0.000","-99.000","-99.000","-99.000","33.700","","25.300",""
"C0R440","2020-05-05 15:00:00","1679.000","355.000","1.600","17.500","0.980","832.700","","0.000","8.200","354.000","","20.700","","16.300",""
"C0M690","2020-05-05 15:00:00","33.000","253.000","4.800","30.800","0.660","1003.900","","0.000","-99.000","-99.000","-99.000","32.600","","24.400",""
"C0V690","2020-05-05 15:00:00","30.000","261.000","4.700","28.500","0.800","1006.700","","0.000","-99.000","-99.000","-99.000","29.400","","26.800",""
"C0Z210","2020-05-05 15:00:00","126.000","354.000","2.400","32.300","0.500","993.400","","0.000","-99.000","-99.000","-99.000","33.100","","20.200",""
"C0U770","2020-05-05 15:00:00","5.000","114.000","2.100","27.400","0.980","1007.800","","0.000","-99.000","-99.000","-99.000","29.300","","22.400",""
"C0Z080","2020-05-05 15:00:00","298.000","6.000","0.700","30.600","0.640","974.100","","0.000","-99.000","-99.000","-99.000","36.300","","20.400",""
"C0G640","2020-05-05 15:00:00","17.000","237.000","3.700","29.200","0.740","1009.300","","0.000","9.000","226.000","","30.800","","25.200",""
"C0X200","2020-05-05 15:00:00","61.000","215.000","2.500","31.300","0.590","1001.600","","0.000","-99.000","-99.000","-99.000","33.000","","22.900",""
"C0U900","2020-05-05 15:00:00","63.000","53.000","2.800","28.200","0.810","1001.800","","0.000","-99.000","-99.000","-99.000","29.200","","22.500",""
"C0S970","2020-05-05 15:00:00","19.000","225.000","5.500","34.500","0.420","1003.500","","0.000","13.500","226.000","","35.600","","24.100",""
"C0V260","2020-05-05 15:00:00","126.000","262.000","3.400","35.100","0.470","994.600","","0.000","-99.000","-99.000","-99.000","36.900","","22.800",""
"C0H990","2020-05-05 15:00:00","3076.000","202.000","6.200","10.200","0.990","706.400","","0.000","15.500","185.000","","14.200","","9.400",""
"C0F9K0","2020-05-05 15:00:00","30.000","244.000","5.000","28.700","0.740","1003.200","","0.000","10.600","239.000","","31.400","","24.800",""
"C0AH90","2020-05-05 15:00:00","660.000","86.000","1.000","26.100","0.870","937.400","","0.000","-99.000","-99.000","-99.000","26.100","","16.400",""
"C0W150","2020-05-05 15:00:00","42.000","199.000","6.500","27.200","0.810","1002.200","","0.000","15.700","190.000","","27.700","","23.400",""
"C0F000","2020-05-05 15:00:00","273.000","257.000","2.700","27.700","0.920","975.200","","0.000","-99.000","-99.000","-99.000","31.700","","23.200",""
"C0M860","2020-05-05 15:00:00","578.000","295.000","1.100","30.500","0.590","944.800","","0.000","6.700","266.000","","32.500","","20.400",""
"C0K410","2020-05-05 15:00:00","20.000","234.000","6.300","29.500","0.690","1005.400","","0.000","-99.000","-99.000","-99.000","30.900","","24.800",""
"C0R140","2020-05-05 15:00:00","740.000","327.000","2.700","29.300","0.600","930.300","","0.000","-99.000","-99.000","-99.000","29.900","","20.800",""
"C0V800","2020-05-05 15:00:00","256.000","247.000","1.000","31.700","0.560","978.700","","0.000","-99.000","-99.000","-99.000","35.600","","22.200",""
"C0S830","2020-05-05 15:00:00","288.000","142.000","2.200","29.000","0.720","976.900","","0.000","-99.000","-99.000","-99.000","31.700","","23.200",""
"C0S920","2020-05-05 15:00:00","98.000","136.000","1.500","32.500","0.600","990.600","","0.000","-99.000","-99.000","-99.000","33.000","","22.300",""
"C0V640","2020-05-05 15:00:00","35.000","255.000","5.000","29.900","0.750","1005.200","","0.000","-99.000","-99.000","-99.000","30.300","","25.000",""
"C0AH80","2020-05-05 15:00:00","68.000","5.000","1.800","29.000","0.760","998.900","","0.000","-99.000","-99.000","-99.000","33.000","","23.200",""
"C0K250","2020-05-05 15:00:00","12.000","240.000","6.000","30.800","0.700","1007.100","","0.000","-99.000","-99.000","-99.000","32.900","","22.600",""
"C0R840","2020-05-05 15:00:00","536.000","274.000","4.900","28.800","0.550","948.900","","0.000","13.000","277.000","","29.200","","21.800",""
"C0I410","2020-05-05 15:00:00","180.000","227.000","1.800","31.000","0.630","987.600","","0.000","-99.000","-99.000","-99.000","33.500","","22.700",""
"C0M410","2020-05-05 15:00:00","245.000","142.000","4.900","32.500","0.540","977.000","","0.000","-99.000","-99.000","-99.000","35.000","","20.900",""
"C0F9Z0","2020-05-05 15:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-05-05 15:00:00","26.000","247.000","3.100","32.400","0.610","1005.400","","0.000","8.500","258.000","","34.100","","26.500",""
"C0U650","2020-05-05 15:00:00","442.000","89.000","1.100","26.900","0.810","959.300","","0.000","-99.000","-99.000","-99.000","28.400","","21.200",""
"C0D660","2020-05-05 15:00:00","65.000","247.000","6.300","27.900","0.740","999.600","","0.000","14.300","261.000","","31.100","","24.700",""
"C0E540","2020-05-05 15:00:00","32.000","233.000","3.600","29.900","0.700","1004.200","","0.000","10.500","257.000","","33.200","","23.600",""
"C0W170","2020-05-05 15:00:00","42.000","210.000","2.200","22.100","0.970","1000.000","","4.000","-99.000","-99.000","-99.000","23.200","","21.300",""
"C0Z150","2020-05-05 15:00:00","27.000","144.000","4.900","27.800","0.850","1005.200","","0.000","-99.000","-99.000","-99.000","29.100","","22.400",""
"C0S840","2020-05-05 15:00:00","22.000","220.000","2.400","33.300","0.510","1006.500","","0.000","-99.000","-99.000","-99.000","34.300","","22.300",""
"C0H9A0","2020-05-05 15:00:00","1595.000","112.000","0.900","23.700","0.740","845.000","","0.000","-99.000","-99.000","-99.000","27.100","","14.000",""
"C0Z300","2020-05-05 15:00:00","182.000","243.000","2.000","33.300","0.530","987.200","","0.000","-99.000","-99.000","-99.000","33.800","","20.200",""
"C0G730","2020-05-05 15:00:00","27.000","229.000","4.600","29.500","0.700","1005.900","","0.000","10.600","221.000","","31.700","","24.900",""
"C0V730","2020-05-05 15:00:00","33.000","244.000","2.900","30.400","0.630","1006.100","","0.000","-99.000","-99.000","-99.000","31.700","","25.500",""
"C0SA00","2020-05-05 15:00:00","466.000","113.000","1.700","28.800","0.740","954.900","","0.000","-99.000","-99.000","-99.000","30.300","","20.400",""
"C0S900","2020-05-05 15:00:00","27.000","216.000","4.400","29.000","0.760","1007.000","","0.000","-99.000","-99.000","-99.000","29.700","","25.500",""
"C0C480","2020-05-05 15:00:00","105.000","270.000","1.300","30.900","0.580","995.200","","0.000","-99.000","-99.000","-99.000","33.200","","25.700",""
"C0V720","2020-05-05 15:00:00","15.000","253.000","2.200","30.000","0.720","1007.600","","0.000","-99.000","-99.000","-99.000","30.500","","26.100",""
"C0UA60","2020-05-05 15:00:00","566.000","346.000","1.600","26.800","0.800","945.500","","0.000","-99.000","-99.000","-99.000","28.100","","19.900",""
"C0A980","2020-05-05 15:00:00","11.000","355.000","2.300","29.300","0.700","1006.300","","0.000","-99.000","-99.000","-99.000","32.400","","25.200",""
"C0C670","2020-05-05 15:00:00","250.000","231.000","2.900","28.700","0.650","979.200","","0.000","8.600","218.000","","31.500","","23.000",""
"C0K550","2020-05-05 15:00:00","15.000","222.000","2.600","30.000","0.670","1007.300","","0.000","8.500","227.000","","31.100","","24.200",""
"C0R350","2020-05-05 15:00:00","35.000","292.000","3.700","30.500","0.710","1005.400","","0.000","-99.000","-99.000","-99.000","31.700","","22.100",""
"C0T9F0","2020-05-05 15:00:00","251.000","134.000","0.400","28.600","0.720","980.100","","0.000","-99.000","-99.000","-99.000","31.000","","22.100",""
"C0D390","2020-05-05 15:00:00","146.000","300.000","0.700","30.100","0.670","989.300","","0.000","-99.000","-99.000","-99.000","33.300","","22.500",""
"C0E430","2020-05-05 15:00:00","258.000","296.000","2.300","28.900","0.720","981.500","","0.000","7.400","286.000","","34.100","","21.100",""
"C0O990","2020-05-05 15:00:00","18.000","223.000","2.400","31.300","0.660","1006.600","","0.000","-99.000","-99.000","-99.000","32.400","","23.300",""
"CM0010","2020-05-05 15:00:00","68.000","-99.000","-99.000","30.000","0.640","1000.000","","0.000","-99.000","-99.000","-99.000","33.000","","24.600",""
"C0K500","2020-05-05 15:00:00","12.000","243.000","3.900","30.100","0.700","1006.100","","0.000","-99.000","-99.000","-99.000","31.300","","24.900",""
"C0X260","2020-05-05 15:00:00","39.000","240.000","4.000","30.900","0.650","1004.700","","0.000","-99.000","-99.000","-99.000","32.800","","24.500",""
"C0ACA0","2020-05-05 15:00:00","25.000","357.000","1.800","29.200","0.710","1002.900","","0.000","-99.000","-99.000","-99.000","31.600","","25.800",""
"C0X180","2020-05-05 15:00:00","62.000","214.000","2.500","31.500","0.580","1000.600","","0.000","-99.000","-99.000","-99.000","32.800","","23.900",""
"C0F930","2020-05-05 15:00:00","100.000","241.000","2.500","29.800","0.730","996.900","","0.000","-99.000","-99.000","-99.000","34.100","","25.000",""
"C0I010","2020-05-05 15:00:00","1562.000","284.000","1.100","22.900","0.710","847.200","","0.000","-99.000","-99.000","-99.000","26.800","","16.200",""
"C0R190","2020-05-05 15:00:00","32.000","249.000","2.100","32.600","0.530","1004.800","","0.000","-99.000","-99.000","-99.000","32.700","","23.100",""
"C0E420","2020-05-05 15:00:00","19.000","153.000","2.000","28.500","0.720","1003.000","","0.000","11.300","279.000","","30.500","","24.000",""
"C0I460","2020-05-05 15:00:00","110.000","281.000","4.900","31.900","0.580","996.100","","0.000","10.000","279.000","","33.500","","24.600",""
"C0A9F0","2020-05-05 15:00:00","35.000","322.000","1.800","31.000","0.650","1003.300","","0.000","-99.000","-99.000","-99.000","33.900","","25.700",""
"C0F9A0","2020-05-05 15:00:00","425.000","30.000","1.800","30.800","0.650","961.500","","0.000","-99.000","-99.000","-99.000","33.300","","22.500",""
"C0O950","2020-05-05 15:00:00","4.000","255.000","0.400","30.200","0.850","1007.900","","0.000","-99.000","-99.000","-99.000","31.500","","25.300",""
"C0M760","2020-05-05 15:00:00","40.000","247.000","3.000","30.900","0.650","1004.100","","0.000","8.900","242.000","","33.700","","25.700",""
"C0AH70","2020-05-05 15:00:00","34.000","308.000","1.600","30.400","0.600","1003.800","","0.000","-99.000","-99.000","-99.000","34.000","","26.000",""
"C0V250","2020-05-05 15:00:00","298.000","199.000","0.900","34.000","0.440","974.900","","0.000","-99.000","-99.000","-99.000","37.600","","21.200",""
"C0U980","2020-05-05 15:00:00","573.000","105.000","1.200","24.300","0.930","945.900","","0.000","-99.000","-99.000","-99.000","27.700","","19.100",""
"C0S740","2020-05-05 15:00:00","289.000","193.000","1.900","30.700","0.650","975.600","","0.000","-99.000","-99.000","-99.000","30.700","","19.600",""
"C0A940","2020-05-05 15:00:00","49.000","27.000","1.100","28.300","0.840","1001.800","","0.000","-99.000","-99.000","-99.000","29.300","","23.000",""
"C0A920","2020-05-05 15:00:00","196.000","257.000","2.400","26.800","0.820","984.500","","0.000","8.200","268.000","","29.900","","23.400",""
"C0T870","2020-05-05 15:00:00","135.000","216.000","1.200","27.600","0.750","992.500","","0.000","-99.000","-99.000","-99.000","30.000","","18.800",""
"C0O930","2020-05-05 15:00:00","69.000","250.000","1.200","35.400","0.480","1000.200","","0.000","-99.000","-99.000","-99.000","37.300","","23.000",""
"C0AI40","2020-05-05 15:00:00","37.000","343.000","4.300","29.300","0.690","1003.200","","0.000","9.900","318.000","","32.700","","26.700",""
"C0C460","2020-05-05 15:00:00","482.000","275.000","0.400","27.200","0.770","955.000","","0.000","-99.000","-99.000","-99.000","30.500","","20.600",""
"C0T9D0","2020-05-05 15:00:00","7.000","83.000","0.500","30.500","0.710","1008.700","","0.000","-99.000","-99.000","-99.000","31.400","","21.500",""
"C0I390","2020-05-05 15:00:00","1184.000","261.000","1.800","25.900","0.660","883.800","","0.000","-99.000","-99.000","-99.000","27.500","","14.800",""
"C0B020","2020-05-05 15:00:00","86.000","11.000","3.500","25.700","0.870","996.400","","-99.000","-99.000","-99.000","-99.000","30.400","","23.500",""
"CM0170","2020-05-05 15:00:00","106.000","253.000","6.500","29.900","0.690","997.000","","0.000","-99.000","-99.000","-99.000","32.100","","22.400",""
"C0F860","2020-05-05 15:00:00","2215.000","212.000","2.900","18.200","0.780","781.000","","0.000","-99.000","-99.000","-99.000","21.700","","12.200",""
"C0U890","2020-05-05 15:00:00","116.000","62.000","3.600","28.700","0.870","995.500","","0.000","-99.000","-99.000","-99.000","29.000","","22.200",""
"C0G800","2020-05-05 15:00:00","15.000","250.000","6.600","29.300","0.830","1006.300","","0.000","13.900","242.000","","31.400","","24.800",""
"C0F850","2020-05-05 15:00:00","379.000","225.000","2.400","31.400","0.590","965.000","","0.000","-99.000","-99.000","-99.000","32.600","","21.500",""
"C0AH50","2020-05-05 15:00:00","275.000","244.000","3.800","27.600","0.810","976.200","","0.000","9.300","236.000","","30.100","","24.200",""
"C0Z160","2020-05-05 15:00:00","124.000","41.000","1.800","30.400","0.610","996.700","","0.000","-99.000","-99.000","-99.000","31.400","","20.900",""
"C0R540","2020-05-05 15:00:00","17.000","250.000","2.900","29.700","0.710","1007.100","","0.000","-99.000","-99.000","-99.000","29.800","","24.700",""
"C0K480","2020-05-05 15:00:00","56.000","242.000","4.100","30.400","0.790","1001.800","","0.000","-99.000","-99.000","-99.000","32.400","","25.400",""
"C0H890","2020-05-05 15:00:00","440.000","285.000","2.500","30.600","0.600","958.600","","0.000","-99.000","-99.000","-99.000","32.800","","21.700",""
"C0S770","2020-05-05 15:00:00","375.000","277.000","0.600","32.800","0.510","964.300","","0.000","-99.000","-99.000","-99.000","33.200","","20.500",""
