"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0I540","2020-05-05 01:00:00","3344.000","-99.000","-99.000","7.500","0.530","684.300","","-99.000","-99.000","-99.000","-99.000","7.800","","7.500",""
"C0G890","2020-05-05 01:00:00","24.000","175.000","1.700","26.200","1.000","1007.700","","0.000","-99.000","-99.000","-99.000","26.500","","26.200",""
"C0G720","2020-05-05 01:00:00","50.000","177.000","0.800","25.800","0.880","1004.600","","0.000","-99.000","-99.000","-99.000","25.800","","25.600",""
"C0UA40","2020-05-05 01:00:00","1121.000","0.000","0.000","20.000","0.830","888.800","","0.000","-99.000","-99.000","-99.000","20.700","","20.000",""
"C0V400","2020-05-05 01:00:00","56.000","34.000","0.800","25.600","0.920","1003.800","","0.000","-99.000","-99.000","-99.000","25.600","","25.400",""
"C0X130","2020-05-05 01:00:00","27.000","155.000","0.700","26.300","0.880","1007.100","","0.000","-99.000","-99.000","-99.000","26.300","","26.200",""
"C0A520","2020-05-05 01:00:00","48.000","210.000","0.600","27.100","0.900","1004.900","","0.000","-99.000","-99.000","-99.000","27.400","","27.100",""
"C0U870","2020-05-05 01:00:00","474.000","0.000","0.000","22.600","0.900","958.300","","0.000","-99.000","-99.000","-99.000","22.600","","22.400",""
"C0S690","2020-05-05 01:00:00","522.000","242.000","1.200","21.800","0.980","953.000","","0.000","-99.000","-99.000","-99.000","21.900","","21.800",""
"C0R150","2020-05-05 01:00:00","105.000","60.000","1.200","24.400","0.990","998.000","","0.000","-99.000","-99.000","-99.000","25.100","","24.400",""
"C0K560","2020-05-05 01:00:00","117.000","120.000","0.400","24.800","0.900","998.300","","0.000","-99.000","-99.000","-99.000","25.100","","24.800",""
"C0X100","2020-05-05 01:00:00","10.000","242.000","0.800","27.600","0.900","1007.700","","0.000","-99.000","-99.000","-99.000","27.700","","27.600",""
"C0K460","2020-05-05 01:00:00","60.000","172.000","0.500","26.100","0.870","1003.100","","0.000","-99.000","-99.000","-99.000","26.100","","25.900",""
"C0M740","2020-05-05 01:00:00","15.000","0.000","0.000","25.600","0.890","1008.300","","0.000","-99.000","-99.000","-99.000","25.900","","25.600",""
"C0SA10","2020-05-05 01:00:00","411.000","187.000","0.700","23.000","0.930","965.200","","0.000","-99.000","-99.000","-99.000","23.300","","23.000",""
"C0C660","2020-05-05 01:00:00","176.000","227.000","0.800","25.100","0.890","990.600","","0.000","-99.000","-99.000","-99.000","25.500","","25.100",""
"C0R620","2020-05-05 01:00:00","34.000","309.000","0.400","25.500","0.920","1007.600","","0.000","-99.000","-99.000","-99.000","25.600","","25.500",""
"C0R780","2020-05-05 01:00:00","72.000","324.000","0.600","23.000","0.950","1004.200","","0.000","-99.000","-99.000","-99.000","23.200","","23.000",""
"C0R700","2020-05-05 01:00:00","19.000","49.000","2.700","25.100","0.840","1008.900","","0.000","-99.000","-99.000","-99.000","25.200","","25.000",""
"C0F0B0","2020-05-05 01:00:00","311.000","250.000","1.100","24.900","0.860","975.900","","-99.000","-99.000","-99.000","-99.000","25.000","","24.900",""
"C0O970","2020-05-05 01:00:00","71.000","103.000","1.300","23.800","0.940","1002.800","","0.000","-99.000","-99.000","-99.000","23.900","","23.800",""
"C0F9P0","2020-05-05 01:00:00","26.000","204.000","2.700","26.200","0.940","1008.200","","0.000","-99.000","-99.000","-99.000","26.200","","26.200",""
"C0R560","2020-05-05 01:00:00","22.000","65.000","1.000","25.500","0.880","1008.700","","0.000","-99.000","-99.000","-99.000","25.900","","25.500",""
"C0X220","2020-05-05 01:00:00","26.000","194.000","0.900","25.900","0.850","1007.800","","0.000","-99.000","-99.000","-99.000","26.000","","25.800",""
"C0M680","2020-05-05 01:00:00","37.000","147.000","0.700","25.900","0.970","1008.100","","0.000","-99.000","-99.000","-99.000","25.900","","25.700",""
"C0S710","2020-05-05 01:00:00","382.000","4.000","0.400","22.900","0.900","969.300","","0.000","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0F9T0","2020-05-05 01:00:00","111.000","219.000","1.700","26.500","0.830","997.400","","0.000","-99.000","-99.000","-99.000","26.600","","26.400",""
"C0F9N0","2020-05-05 01:00:00","75.000","191.000","1.000","27.300","0.790","1001.900","","0.000","-99.000","-99.000","-99.000","27.400","","27.100",""
"C0G740","2020-05-05 01:00:00","24.000","139.000","1.000","24.900","0.910","1008.100","","0.000","-99.000","-99.000","-99.000","25.100","","24.900",""
"C0UA70","2020-05-05 01:00:00","547.000","200.000","2.000","22.700","0.990","950.200","","0.000","-99.000","-99.000","-99.000","22.700","","22.400",""
"C0AC60","2020-05-05 01:00:00","55.000","207.000","1.500","25.800","0.950","1003.900","","0.000","-99.000","-99.000","-99.000","26.300","","25.800",""
"C0R510","2020-05-05 01:00:00","31.000","106.000","0.600","26.000","0.880","1006.300","","0.000","-99.000","-99.000","-99.000","26.500","","26.000",""
"C0X060","2020-05-05 01:00:00","19.000","124.000","0.700","25.900","0.870","1010.300","","0.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0E550","2020-05-05 01:00:00","84.000","0.000","0.100","23.900","0.960","1000.500","","0.000","-99.000","-99.000","-99.000","24.600","","23.900",""
"C0AI20","2020-05-05 01:00:00","25.000","205.000","1.300","25.400","0.880","1007.400","","0.000","-99.000","-99.000","-99.000","25.400","","25.100",""
"C0E740","2020-05-05 01:00:00","27.000","0.000","0.100","25.800","0.920","1008.300","","0.000","-99.000","-99.000","-99.000","26.200","","25.800",""
"C0R650","2020-05-05 01:00:00","29.000","97.000","0.400","25.700","0.990","1008.600","","0.000","-99.000","-99.000","-99.000","26.000","","25.700",""
"C0S750","2020-05-05 01:00:00","2280.000","275.000","1.100","11.000","0.920","774.700","","0.000","-99.000","-99.000","-99.000","11.300","","11.000",""
"C0I370","2020-05-05 01:00:00","671.000","126.000","0.700","22.800","0.900","937.700","","0.000","-99.000","-99.000","-99.000","22.900","","22.600",""
"C0K400","2020-05-05 01:00:00","65.000","208.000","1.200","26.400","0.900","1004.000","","0.000","-99.000","-99.000","-99.000","26.400","","26.200",""
"C0A650","2020-05-05 01:00:00","287.000","0.000","0.000","19.600","0.950","978.000","","0.000","-99.000","-99.000","-99.000","20.100","","19.600",""
"C0U750","2020-05-05 01:00:00","398.000","187.000","3.800","22.500","1.000","965.700","","0.000","-99.000","-99.000","-99.000","22.600","","22.400",""
"C0M730","2020-05-05 01:00:00","40.000","119.000","0.500","25.400","0.840","1005.600","","0.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0Z061","2020-05-05 01:00:00","174.000","110.000","0.500","22.600","0.990","994.600","","0.000","-99.000","-99.000","-99.000","23.400","","22.600",""
"C0M670","2020-05-05 01:00:00","43.000","168.000","0.700","26.100","0.840","1005.400","","0.000","-99.000","-99.000","-99.000","26.300","","26.100",""
"C0I530","2020-05-05 01:00:00","3014.000","230.000","5.600","8.900","0.530","-99.000","","-99.000","-99.000","-99.000","-99.000","9.400","","8.800",""
"C0A880","2020-05-05 01:00:00","6.000","286.000","0.300","23.300","0.950","1007.600","","0.000","-99.000","-99.000","-99.000","23.900","","23.300",""
"C0S950","2020-05-05 01:00:00","415.000","251.000","2.000","22.900","0.960","963.900","","0.000","-99.000","-99.000","-99.000","23.100","","22.800",""
"C0X190","2020-05-05 01:00:00","10.000","237.000","1.600","26.900","0.840","1009.300","","0.000","-99.000","-99.000","-99.000","27.100","","26.900",""
"C0A560","2020-05-05 01:00:00","405.000","0.000","0.000","20.200","0.990","965.800","","0.000","-99.000","-99.000","-99.000","20.700","","20.200",""
"C0A540","2020-05-05 01:00:00","401.000","0.000","0.000","20.600","0.950","967.100","","0.000","-99.000","-99.000","-99.000","20.800","","20.500",""
"C0C690","2020-05-05 01:00:00","242.000","307.000","0.400","24.500","0.850","983.100","","0.000","-99.000","-99.000","-99.000","24.600","","24.500",""
"C0SA60","2020-05-05 01:00:00","6.000","299.000","0.900","24.600","0.870","1009.500","","0.000","-99.000","-99.000","-99.000","24.800","","24.600",""
"C0V370","2020-05-05 01:00:00","74.000","280.000","0.400","23.600","0.960","1003.100","","0.000","-99.000","-99.000","-99.000","24.100","","23.600",""
"C0I110","2020-05-05 01:00:00","161.000","166.000","0.300","25.600","0.850","993.300","","0.000","-99.000","-99.000","-99.000","25.900","","25.600",""
"C0M750","2020-05-05 01:00:00","10.000","236.000","1.300","26.700","0.830","1009.500","","0.000","-99.000","-99.000","-99.000","26.900","","26.700",""
"C0R340","2020-05-05 01:00:00","230.000","11.000","0.300","22.100","0.980","984.300","","0.000","-99.000","-99.000","-99.000","22.700","","22.100",""
"C0R750","2020-05-05 01:00:00","551.000","295.000","2.700","21.300","1.000","949.400","","0.000","-99.000","-99.000","-99.000","21.600","","21.300",""
"C0SA90","2020-05-05 01:00:00","497.000","214.000","0.300","22.200","0.930","954.800","","-99.000","-99.000","-99.000","-99.000","22.300","","22.000",""
"C0U970","2020-05-05 01:00:00","7.000","0.000","0.000","24.800","0.910","1010.500","","0.000","-99.000","-99.000","-99.000","24.900","","24.800",""
"C0X300","2020-05-05 01:00:00","70.000","78.000","0.300","23.100","0.960","1002.800","","0.000","-99.000","-99.000","-99.000","23.600","","23.100",""
"C0R480","2020-05-05 01:00:00","57.000","0.000","0.000","25.800","0.860","1003.600","","0.000","-99.000","-99.000","-99.000","26.100","","25.700",""
"C0A9E0","2020-05-05 01:00:00","26.000","317.000","0.600","26.600","0.830","1007.700","","0.000","-99.000","-99.000","-99.000","26.700","","26.400",""
"C0R590","2020-05-05 01:00:00","72.000","102.000","1.000","25.900","0.990","1002.300","","0.000","-99.000","-99.000","-99.000","26.100","","25.900",""
"C0U600","2020-05-05 01:00:00","10.000","304.000","0.300","23.500","0.990","1008.800","","0.000","-99.000","-99.000","-99.000","23.900","","23.500",""
"C0U910","2020-05-05 01:00:00","17.000","0.000","0.000","24.600","0.910","1008.300","","0.000","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0V630","2020-05-05 01:00:00","19.000","243.000","0.800","27.000","0.840","1008.400","","0.000","-99.000","-99.000","-99.000","27.000","","26.900",""
"C0D650","2020-05-05 01:00:00","97.000","222.000","1.500","25.600","0.830","999.300","","0.000","-99.000","-99.000","-99.000","25.700","","25.500",""
"C0K510","2020-05-05 01:00:00","10.000","148.000","0.300","25.800","0.870","1008.800","","0.000","-99.000","-99.000","-99.000","26.200","","25.800",""
"C0V360","2020-05-05 01:00:00","94.000","0.000","0.000","22.200","0.960","1000.300","","0.000","-99.000","-99.000","-99.000","22.500","","22.200",""
"C0M780","2020-05-05 01:00:00","30.000","0.000","0.000","25.700","0.880","1007.700","","0.000","-99.000","-99.000","-99.000","25.800","","25.700",""
"C0K530","2020-05-05 01:00:00","12.000","151.000","0.900","25.800","0.870","1009.200","","0.000","-99.000","-99.000","-99.000","26.200","","25.800",""
"C0V750","2020-05-05 01:00:00","50.000","237.000","0.800","27.100","0.860","1006.200","","0.000","-99.000","-99.000","-99.000","27.100","","26.900",""
"C0T790","2020-05-05 01:00:00","2830.000","281.000","0.500","12.200","0.470","728.100","","0.000","-99.000","-99.000","-99.000","12.300","","11.700",""
"C0S730","2020-05-05 01:00:00","110.000","201.000","1.200","25.100","0.930","998.200","","0.000","-99.000","-99.000","-99.000","25.200","","25.100",""
"C0F0D0","2020-05-05 01:00:00","3171.000","158.000","2.100","8.600","0.490","699.300","","0.000","-99.000","-99.000","-99.000","8.600","","8.000",""
"C0F9X0","2020-05-05 01:00:00","166.000","214.000","2.400","25.200","0.910","991.900","","0.000","-99.000","-99.000","-99.000","25.300","","25.100",""
"C0F9Q0","2020-05-05 01:00:00","149.000","217.000","2.000","25.700","0.840","992.700","","0.000","-99.000","-99.000","-99.000","26.000","","25.700",""
"C0E780","2020-05-05 01:00:00","160.000","228.000","0.500","25.500","0.830","992.200","","0.000","-99.000","-99.000","-99.000","25.500","","25.300",""
"C0SA80","2020-05-05 01:00:00","136.000","231.000","0.400","22.900","0.870","995.700","","0.000","-99.000","-99.000","-99.000","23.200","","22.900",""
"C0T960","2020-05-05 01:00:00","120.000","0.000","0.000","21.300","0.990","997.100","","0.000","-99.000","-99.000","-99.000","21.700","","21.300",""
"C0T900","2020-05-05 01:00:00","160.000","261.000","0.800","23.800","0.660","991.200","","0.000","-99.000","-99.000","-99.000","23.800","","22.700",""
"C0K440","2020-05-05 01:00:00","35.000","193.000","0.700","26.000","0.850","1006.800","","0.000","-99.000","-99.000","-99.000","26.000","","25.900",""
"C0Z250","2020-05-05 01:00:00","1124.000","220.000","0.700","17.200","0.950","889.500","","0.000","-99.000","-99.000","-99.000","18.300","","17.200",""
"C0G860","2020-05-05 01:00:00","45.000","220.000","0.900","27.000","0.830","1004.600","","0.000","-99.000","-99.000","-99.000","27.000","","26.900",""
"C0V790","2020-05-05 01:00:00","410.000","25.000","1.400","23.400","0.730","964.400","","0.000","-99.000","-99.000","-99.000","23.700","","23.300",""
"C0V740","2020-05-05 01:00:00","60.000","12.000","0.900","25.300","0.920","1005.000","","0.000","-99.000","-99.000","-99.000","25.700","","25.300",""
"C0Z200","2020-05-05 01:00:00","153.000","196.000","0.300","21.900","0.890","994.500","","0.000","-99.000","-99.000","-99.000","23.000","","21.900",""
"C0K520","2020-05-05 01:00:00","10.000","142.000","1.100","25.500","0.890","1008.500","","0.000","-99.000","-99.000","-99.000","25.600","","25.500",""
"C0X250","2020-05-05 01:00:00","33.000","0.000","0.200","26.300","0.830","1007.100","","0.000","-99.000","-99.000","-99.000","26.300","","26.100",""
"C0S940","2020-05-05 01:00:00","150.000","195.000","0.300","24.500","0.880","993.200","","0.000","-99.000","-99.000","-99.000","24.600","","24.400",""
"CM0110","2020-05-05 01:00:00","7.000","218.000","0.500","25.700","0.810","1010.100","","-99.000","-99.000","-99.000","-99.000","25.800","","25.600",""
"C0A970","2020-05-05 01:00:00","96.000","314.000","2.200","23.700","0.990","1000.200","","0.000","-99.000","-99.000","-99.000","24.100","","23.700",""
"C0M700","2020-05-05 01:00:00","150.000","91.000","0.800","24.700","0.900","994.600","","0.000","-99.000","-99.000","-99.000","24.900","","24.600",""
"C0U990","2020-05-05 01:00:00","31.000","0.000","0.000","24.500","0.980","1007.800","","0.000","-99.000","-99.000","-99.000","24.700","","24.500",""
"C0D590","2020-05-05 01:00:00","143.000","210.000","0.800","24.300","0.940","995.400","","0.000","-99.000","-99.000","-99.000","24.600","","24.300",""
"C0S790","2020-05-05 01:00:00","236.000","350.000","0.800","23.200","0.880","986.300","","0.000","-99.000","-99.000","-99.000","23.400","","22.900",""
"C0A570","2020-05-05 01:00:00","360.000","88.000","1.000","21.300","0.960","970.900","","0.000","-99.000","-99.000","-99.000","21.600","","21.300",""
"C0M800","2020-05-05 01:00:00","440.000","105.000","0.500","21.800","0.900","962.600","","0.000","-99.000","-99.000","-99.000","22.300","","21.800",""
"C0E870","2020-05-05 01:00:00","34.000","269.000","0.600","25.400","0.840","1007.900","","0.000","-99.000","-99.000","-99.000","25.600","","25.200",""
"C0V490","2020-05-05 01:00:00","20.000","0.000","0.200","27.000","0.990","1008.600","","0.000","-99.000","-99.000","-99.000","27.100","","27.000",""
"C0M710","2020-05-05 01:00:00","15.000","217.000","0.900","26.600","0.810","1009.100","","0.000","-99.000","-99.000","-99.000","26.800","","26.600",""
"C0D570","2020-05-05 01:00:00","15.000","0.000","0.000","24.200","0.950","1008.600","","0.000","-99.000","-99.000","-99.000","24.700","","24.200",""
"C0S910","2020-05-05 01:00:00","212.000","233.000","0.300","25.000","0.990","989.000","","0.000","-99.000","-99.000","-99.000","25.000","","24.900",""
"C0M650","2020-05-05 01:00:00","20.000","150.000","0.500","25.400","0.900","1008.900","","0.000","-99.000","-99.000","-99.000","25.500","","25.400",""
"C0K280","2020-05-05 01:00:00","23.000","45.000","0.400","24.100","1.000","1010.100","","0.000","-99.000","-99.000","-99.000","24.800","","24.100",""
"C0X310","2020-05-05 01:00:00","9.000","216.000","2.000","26.600","0.830","1010.500","","0.000","-99.000","-99.000","-99.000","26.900","","26.600",""
"C0A9C0","2020-05-05 01:00:00","35.000","0.000","0.100","26.800","0.840","1006.500","","0.000","-99.000","-99.000","-99.000","26.800","","26.400",""
"C0V810","2020-05-05 01:00:00","32.000","0.000","0.000","26.200","0.870","1006.000","","0.000","-99.000","-99.000","-99.000","26.500","","26.200",""
"C0E730","2020-05-05 01:00:00","26.000","201.000","0.500","25.800","0.830","1005.900","","0.000","-99.000","-99.000","-99.000","26.300","","25.800",""
"C0V770","2020-05-05 01:00:00","26.000","63.000","0.400","27.000","0.780","1007.600","","0.000","-99.000","-99.000","-99.000","27.000","","26.700",""
"C0UA10","2020-05-05 01:00:00","1711.000","319.000","1.200","14.000","1.000","832.400","","0.000","-99.000","-99.000","-99.000","14.200","","14.000",""
"C0R660","2020-05-05 01:00:00","20.000","145.000","1.500","26.200","0.850","1009.000","","0.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"C0M640","2020-05-05 01:00:00","155.000","0.000","0.000","24.600","0.930","993.200","","0.000","-99.000","-99.000","-99.000","24.800","","24.300",""
"C0S660","2020-05-05 01:00:00","794.000","210.000","1.400","19.400","0.890","926.100","","0.000","-99.000","-99.000","-99.000","19.900","","19.400",""
"C0G900","2020-05-05 01:00:00","20.000","209.000","1.800","26.200","0.890","1007.800","","-99.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"C0AD40","2020-05-05 01:00:00","32.000","0.000","0.200","26.600","0.850","1006.400","","0.000","-99.000","-99.000","-99.000","26.800","","26.600",""
"C0UA00","2020-05-05 01:00:00","392.000","144.000","0.600","21.200","0.960","967.900","","0.000","-99.000","-99.000","-99.000","21.700","","21.200",""
"C0I080","2020-05-05 01:00:00","536.000","0.000","0.000","22.200","0.880","954.200","","0.000","-99.000","-99.000","-99.000","22.300","","22.100",""
"C0UA30","2020-05-05 01:00:00","1397.000","216.000","0.800","19.100","0.990","860.500","","0.000","-99.000","-99.000","-99.000","19.100","","18.500",""
"C0Z270","2020-05-05 01:00:00","343.000","242.000","3.400","23.400","0.890","972.600","","0.000","-99.000","-99.000","-99.000","23.400","","23.000",""
"C0G750","2020-05-05 01:00:00","31.000","0.000","0.000","24.800","0.910","1008.000","","-99.000","-99.000","-99.000","-99.000","25.200","","24.800",""
"C0A550","2020-05-05 01:00:00","422.000","0.000","0.000","19.300","1.000","964.200","","0.000","-99.000","-99.000","-99.000","19.800","","19.300",""
"C0E810","2020-05-05 01:00:00","53.000","195.000","0.400","23.400","0.970","1004.800","","0.000","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0R640","2020-05-05 01:00:00","21.000","166.000","1.000","26.900","0.880","1008.300","","0.000","-99.000","-99.000","-99.000","27.100","","26.900",""
"C0D580","2020-05-05 01:00:00","120.000","0.000","0.000","23.500","0.970","996.800","","0.000","-99.000","-99.000","-99.000","24.000","","23.500",""
"C0M660","2020-05-05 01:00:00","40.000","196.000","0.500","25.500","0.920","1006.800","","0.000","-99.000","-99.000","-99.000","25.600","","25.500",""
"C0K330","2020-05-05 01:00:00","38.000","178.000","1.000","26.200","0.990","1006.100","","0.000","-99.000","-99.000","-99.000","26.200","","26.100",""
"C0E830","2020-05-05 01:00:00","37.000","204.000","1.700","25.600","0.850","1006.000","","0.000","-99.000","-99.000","-99.000","25.900","","25.600",""
"C0X290","2020-05-05 01:00:00","10.000","229.000","1.400","26.700","0.850","1009.500","","0.000","-99.000","-99.000","-99.000","26.700","","26.700",""
"C0U760","2020-05-05 01:00:00","22.000","0.000","0.000","21.800","0.990","1009.200","","0.000","-99.000","-99.000","-99.000","22.000","","21.800",""
"C0U780","2020-05-05 01:00:00","15.000","261.000","0.700","25.000","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","25.600","","25.000",""
"C0H9C0","2020-05-05 01:00:00","3402.000","293.000","1.000","7.500","0.540","678.900","","0.000","-99.000","-99.000","-99.000","7.700","","7.300",""
"C0R830","2020-05-05 01:00:00","383.000","277.000","0.500","22.500","0.970","967.600","","0.000","-99.000","-99.000","-99.000","22.600","","22.500",""
"C0V650","2020-05-05 01:00:00","28.000","237.000","2.000","26.800","0.870","1009.400","","0.000","-99.000","-99.000","-99.000","26.900","","26.800",""
"C0R720","2020-05-05 01:00:00","214.000","304.000","2.600","23.900","0.910","987.100","","0.000","-99.000","-99.000","-99.000","24.700","","23.900",""
"C0K470","2020-05-05 01:00:00","97.000","113.000","0.600","24.800","0.990","999.700","","0.000","-99.000","-99.000","-99.000","25.000","","24.800",""
"C0R800","2020-05-05 01:00:00","131.000","0.000","0.100","24.200","0.890","995.800","","0.000","-99.000","-99.000","-99.000","24.800","","24.200",""
"C0T9N0","2020-05-05 01:00:00","261.000","0.000","0.200","22.000","0.970","982.000","","0.000","-99.000","-99.000","-99.000","22.500","","22.000",""
"CM0180","2020-05-05 01:00:00","313.000","0.000","0.000","22.400","0.860","976.600","","0.000","-99.000","-99.000","-99.000","22.400","","22.400",""
"C0Z070","2020-05-05 01:00:00","247.000","0.000","0.000","22.400","0.990","982.800","","0.000","-99.000","-99.000","-99.000","22.700","","22.300",""
"C0Z280","2020-05-05 01:00:00","224.000","0.000","0.000","22.000","0.990","987.100","","0.000","-99.000","-99.000","-99.000","22.700","","22.000",""
"C0SA40","2020-05-05 01:00:00","200.000","0.000","0.000","22.000","0.950","989.100","","0.000","-99.000","-99.000","-99.000","22.700","","22.000",""
"C0V440","2020-05-05 01:00:00","27.000","0.000","0.200","27.700","0.740","1007.100","","0.000","-99.000","-99.000","-99.000","27.800","","27.600",""
"C0R490","2020-05-05 01:00:00","49.000","145.000","0.800","26.600","0.840","1004.600","","0.000","-99.000","-99.000","-99.000","26.800","","26.500",""
"C0B010","2020-05-05 01:00:00","38.000","168.000","0.300","24.200","0.990","1003.500","","0.000","-99.000","-99.000","-99.000","24.500","","24.200",""
"C0X230","2020-05-05 01:00:00","29.000","140.000","0.400","25.800","0.860","1008.800","","0.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0S770","2020-05-05 01:00:00","375.000","259.000","0.700","21.200","1.000","968.800","","0.000","-99.000","-99.000","-99.000","21.500","","21.200",""
"C0H890","2020-05-05 01:00:00","440.000","0.000","0.000","24.400","0.850","961.300","","0.000","-99.000","-99.000","-99.000","24.400","","24.200",""
"C0K480","2020-05-05 01:00:00","56.000","177.000","1.500","26.100","0.990","1004.100","","0.000","-99.000","-99.000","-99.000","26.300","","26.100",""
"C0R540","2020-05-05 01:00:00","17.000","85.000","1.000","27.000","0.850","1008.400","","0.000","-99.000","-99.000","-99.000","27.100","","27.000",""
"C0Z160","2020-05-05 01:00:00","124.000","208.000","1.300","22.800","0.900","999.700","","0.000","-99.000","-99.000","-99.000","22.900","","22.700",""
"C0AH50","2020-05-05 01:00:00","275.000","259.000","0.700","25.000","0.990","979.300","","0.000","-99.000","-99.000","-99.000","25.000","","24.900",""
"C0F850","2020-05-05 01:00:00","379.000","214.000","1.200","24.300","0.920","967.600","","0.000","-99.000","-99.000","-99.000","24.400","","24.300",""
"C0G800","2020-05-05 01:00:00","15.000","207.000","1.300","25.100","0.990","1008.700","","0.000","-99.000","-99.000","-99.000","25.300","","25.100",""
"C0U890","2020-05-05 01:00:00","116.000","261.000","1.600","23.900","0.990","998.100","","0.000","-99.000","-99.000","-99.000","24.500","","23.900",""
"C0F860","2020-05-05 01:00:00","2215.000","155.000","0.700","13.100","0.670","782.100","","0.000","-99.000","-99.000","-99.000","13.600","","12.200",""
"CM0170","2020-05-05 01:00:00","106.000","103.000","1.400","24.800","0.990","1000.000","","0.000","-99.000","-99.000","-99.000","25.200","","24.800",""
"C0B020","2020-05-05 01:00:00","86.000","97.000","1.700","23.700","0.980","999.000","","-99.000","-99.000","-99.000","-99.000","23.700","","23.700",""
"C0I390","2020-05-05 01:00:00","1184.000","91.000","1.400","17.200","0.810","885.700","","0.000","-99.000","-99.000","-99.000","17.900","","17.000",""
"C0T9D0","2020-05-05 01:00:00","7.000","0.000","0.000","22.700","0.970","1010.500","","0.000","-99.000","-99.000","-99.000","22.900","","22.700",""
"C0C460","2020-05-05 01:00:00","482.000","0.000","0.000","22.000","0.950","957.700","","0.000","-99.000","-99.000","-99.000","22.000","","21.700",""
"C0AI40","2020-05-05 01:00:00","37.000","0.000","0.000","27.300","0.790","1006.300","","0.000","-99.000","-99.000","-99.000","27.400","","27.300",""
"C0T870","2020-05-05 01:00:00","135.000","0.000","0.000","20.000","0.990","995.100","","0.000","-99.000","-99.000","-99.000","20.500","","20.000",""
"C0A920","2020-05-05 01:00:00","196.000","230.000","0.400","24.300","0.920","987.700","","0.000","-99.000","-99.000","-99.000","24.400","","24.300",""
"C0A940","2020-05-05 01:00:00","49.000","0.000","0.000","23.300","0.990","1005.100","","0.000","-99.000","-99.000","-99.000","23.400","","23.300",""
"C0S740","2020-05-05 01:00:00","289.000","0.000","0.200","21.400","0.970","979.600","","0.000","-99.000","-99.000","-99.000","21.900","","21.400",""
"C0U980","2020-05-05 01:00:00","573.000","97.000","0.500","20.700","0.940","948.100","","0.000","-99.000","-99.000","-99.000","21.600","","20.700",""
"C0V250","2020-05-05 01:00:00","298.000","94.000","0.800","22.300","0.950","977.000","","0.000","-99.000","-99.000","-99.000","22.600","","22.300",""
"C0AH70","2020-05-05 01:00:00","34.000","275.000","0.600","27.200","0.750","1006.700","","0.000","-99.000","-99.000","-99.000","27.200","","27.100",""
"C0M760","2020-05-05 01:00:00","40.000","194.000","0.500","26.000","0.860","1006.400","","0.000","-99.000","-99.000","-99.000","26.200","","26.000",""
"C0O950","2020-05-05 01:00:00","4.000","0.000","0.000","26.600","1.000","1009.600","","0.000","-99.000","-99.000","-99.000","26.600","","26.300",""
"C0F9A0","2020-05-05 01:00:00","425.000","0.000","0.200","24.100","0.960","963.300","","0.000","-99.000","-99.000","-99.000","24.200","","24.100",""
"C0A9F0","2020-05-05 01:00:00","35.000","0.000","0.000","27.400","0.820","1006.300","","-99.000","-99.000","-99.000","-99.000","27.400","","27.200",""
"C0I460","2020-05-05 01:00:00","110.000","179.000","2.300","26.500","0.820","998.600","","0.000","-99.000","-99.000","-99.000","26.800","","26.500",""
"C0E420","2020-05-05 01:00:00","19.000","0.000","0.000","25.200","0.820","1006.200","","0.000","-99.000","-99.000","-99.000","25.500","","25.200",""
"C0R190","2020-05-05 01:00:00","32.000","0.000","0.000","24.700","0.990","1006.500","","0.000","-99.000","-99.000","-99.000","25.200","","24.700",""
"C0I010","2020-05-05 01:00:00","1562.000","91.000","0.800","17.400","0.560","848.200","","0.000","-99.000","-99.000","-99.000","17.400","","17.000",""
"C0F930","2020-05-05 01:00:00","100.000","0.000","0.200","25.700","0.880","999.000","","0.000","-99.000","-99.000","-99.000","25.700","","25.300",""
"C0X180","2020-05-05 01:00:00","62.000","140.000","0.300","25.200","0.990","1002.600","","0.000","-99.000","-99.000","-99.000","25.300","","25.100",""
"C0ACA0","2020-05-05 01:00:00","25.000","0.000","0.000","26.600","0.910","1006.200","","0.000","-99.000","-99.000","-99.000","26.600","","26.400",""
"C0X260","2020-05-05 01:00:00","39.000","98.000","0.400","25.800","0.900","1006.900","","0.000","-99.000","-99.000","-99.000","25.900","","25.700",""
"C0K500","2020-05-05 01:00:00","12.000","101.000","0.300","25.200","0.960","1008.300","","0.000","-99.000","-99.000","-99.000","25.400","","25.200",""
"CM0010","2020-05-05 01:00:00","68.000","-99.000","-99.000","25.200","0.850","1002.900","","0.000","-99.000","-99.000","-99.000","25.300","","25.100",""
"C0O990","2020-05-05 01:00:00","18.000","0.000","0.000","24.700","0.990","1008.500","","0.000","-99.000","-99.000","-99.000","24.800","","24.600",""
